Feature Name,Description,Data Type,Input Type,Answer Options
qrisk_Ethnic.background.Instance.0_1002,What is your ethnic background?,logical,Select one answer,2 : Irish
qrisk_Ethnic.background.Instance.0_1003,What is your ethnic background?,logical,Select one answer,3 : Any other white background
qrisk_Ethnic.background.Instance.0_2,What is your ethnic group?,logical,Select one answer,1 : Mixed
qrisk_Ethnic.background.Instance.0_2001,What is your ethnic background?,logical,Select one answer,1 : White and Black Caribbean
qrisk_Ethnic.background.Instance.0_2002,What is your ethnic background?,logical,Select one answer,2 : White and Black African
qrisk_Ethnic.background.Instance.0_2003,What is your ethnic background?,logical,Select one answer,3 : White and Asian
qrisk_Ethnic.background.Instance.0_2004,What is your ethnic background?,logical,Select one answer,4 : Any other mixed background
qrisk_Ethnic.background.Instance.0_3,What is your ethnic group?,logical,Select one answer,1 : Asian or Asian British
qrisk_Ethnic.background.Instance.0_3001,What is your ethnic background?,logical,Select one answer,1 : Indian
qrisk_Ethnic.background.Instance.0_3002,What is your ethnic background?,logical,Select one answer,2 : Pakistani
qrisk_Ethnic.background.Instance.0_3003,What is your ethnic background?,logical,Select one answer,3 : Bangladeshi
qrisk_Ethnic.background.Instance.0_3004,What is your ethnic background?,logical,Select one answer,4 :Any other Asian background
qrisk_Ethnic.background.Instance.0_4,What is your ethnic group?,logical,Select one answer,1 : Black or Black British
qrisk_Ethnic.background.Instance.0_4001,What is your ethnic background?,logical,Select one answer,1 : Caribbean
qrisk_Ethnic.background.Instance.0_4002,What is your ethnic background?,logical,Select one answer,2 : African
qrisk_Ethnic.background.Instance.0_4003,What is your ethnic background?,logical,Select one answer,3 : Any other Black background
qrisk_Ethnic.background.Instance.0_5,What is your ethnic group?,logical,Select one answer,5 : Chinese
qrisk_Ethnic.background.Instance.0_6,What is your ethnic group?,logical,Select one answer,6 : Other ethnic group
qrisk_Townsend.deprivation.index.at.recruitment,Qrisk Townsend deprivation index at recruitment,numerical,Enter integer answer,
qrisk_Smoking.status.Instance.0_0,"Current Field is partly derived from S1 & S2 (S1:Do you smoke tobacco now?/S2:In the past, how often have you smoked tobacco?)",numerical,Enter integer answer,0 : Never
qrisk_Smoking.status.Instance.0_1,"Current Field is partly derived from S1 & S2 (S1:Do you smoke tobacco now?/S2:In the past, how often have you smoked tobacco?)",numerical,Enter integer answer,1 : Previous
qrisk_Number.of.cigarettes.currently.smoked.daily..current.cigarette.smokers..Instance.0,About how many cigarettes did you smoke on average each day?,numerical,Enter integer answer,
qrisk_Type.1.Diabetes,Qrisk type.1 diabetes,numerical,Enter integer answer,
qrisk_Type.2.diabetes,Qrisk type.2 diabetes,numerical,Enter integer answer,
qrisk_Illnesses.of.relatives.0_1,Qrisk illnesses of relatives,numerical,Enter integer answer,
qrisk_Chronic.kidney.disease,Qrisk chronic kidney disease,numerical,Enter integer answer,
qrisk_Atrial.fibrillation,Qrisk atrial fibrillation,numerical,Enter integer answer,
qrisk_antihypertensives,Qrisk antihypertensives,numerical,Enter integer answer,
qrisk_Migraine,Qrisk migraine,numerical,Enter integer answer,
qrisk_Rheumatoid.arthritis,Qrisk rheumatoid arthritis,numerical,Enter integer answer,
qrisk_Systemic.lupus.erythematosus,Qrisk systemic lupus erythematosus,numerical,Enter integer answer,
qrisk_Mental.illness,Qrisk mental illness,numerical,Enter integer answer,
qrisk_atypical.antipsychotics,Qrisk atypical antipsychotics,numerical,Enter integer answer,
qrisk_corticosteroids,Qrisk corticosteroids,numerical,Enter integer answer,
qrisk_Erectile.dysfunction,Qrisk erectile dysfunction,numerical,Enter integer answer,
qrisk_Cholesterol.to.HDL.ratio,Qrisk cholesterol to hdl ratio,numerical,Enter integer answer,
qrisk_SBP_mean,Qrisk sbp mean,numerical,Enter integer answer,
qrisk_SBP_sd,Qrisk sbp sd,numerical,Enter integer answer,
qrisk_BMI,Qrisk bmi,numerical,Enter integer answer,
Age.at.recruitment,Age.at.recruitment,numerical,Enter integer answer,
